CustomerIDClean,revenue,orders,units_sold,countries,revenue_share,cumulative_revenue_share,rank
12425,53.8,1,16,1,0.0002493679703899174,0.895431574147365,404
12349,53.75,1,17,1,0.00024913621577059595,0.8956807103631356,405
16843,53.58,3,102,1,0.0002483482500649029,0.8959290586132005,406
13492,53.10000000000001,1,18,1,0.00024612340571941667,0.8961751820189199,407
15738,53.1,1,18,1,0.00024612340571941667,0.8964213054246393,408
13816,53.1,1,18,1,0.00024612340571941667,0.8966674288303587,409
17147,53.1,1,18,1,0.00024612340571941667,0.896913552236078,410
16904,53.04,7,38,1,0.00024584530017623084,0.8971593975362543,411
12550,52.8,1,16,1,0.00024473287800348773,0.8974041304142578,412
14631,52.8,1,32,1,0.00024473287800348773,0.8976488632922613,413
16458,52.5,3,30,1,0.00024334235028755882,0.8978922056425489,414
12616,52.5,2,30,1,0.00024334235028755882,0.8981355479928365,415
12410,52.400000000000006,2,14,1,0.00024287884104891587,0.8983784268338854,416
17769,52.38,3,34,1,0.00024278613920118727,0.8986212129730865,417
13824,51.96,2,44,1,0.0002408394003988868,0.8988620523734854,418
15117,51.900000000000006,2,22,1,0.00024056129485570103,0.8991026136683411,419
17844,51.56,1,52,1,0.00023898536344431492,0.8993415990317855,420
14665,51.35,1,13,1,0.00023801199404316467,0.8995796110258286,421
13810,51.300000000000004,1,14,1,0.0002377802394238432,0.8998173912652525,422
15696,51.25,2,19,1,0.00023754848480452172,0.900054939750057,423
12391,51.03,1,43,1,0.0002365287644795072,0.9002914685145366,424
14309,51.0,1,4,1,0.00023638971170791427,0.9005278582262445,425
16239,51.0,1,4,1,0.00023638971170791427,0.9007642479379524,426
12638,51.0,1,96,1,0.00023638971170791427,0.9010006376496603,427
17528,51.0,3,39,1,0.00023638971170791427,0.9012370273613682,428
15785,51.0,1,60,1,0.00023638971170791427,0.9014734170730762,429
12447,50.99999999999999,1,20,1,0.00023638971170791424,0.9017098067847841,430
12500,50.85,1,5,1,0.00023569444784994983,0.9019455012326341,431
13529,50.849999999999994,1,3,1,0.0002356944478499498,0.902181195680484,432
17873,50.400000000000006,1,24,1,0.0002336086562760565,0.9024148043367601,433
12374,50.400000000000006,1,56,1,0.0002336086562760565,0.9026484129930362,434
14918,50.400000000000006,1,24,1,0.0002336086562760565,0.9028820216493123,435
14332,50.400000000000006,1,24,1,0.0002336086562760565,0.9031156303055884,436
12512,50.16,2,34,1,0.00023249623410331332,0.9033481265396917,437
16145,50.099999999999994,3,34,1,0.00023221812856012754,0.9035803446682518,438
12763,50.03999999999999,1,48,1,0.00023194002301694174,0.9038122846912687,439
12518,50.0,3,22,1,0.0002317546193214846,0.9040440393105902,440
12354,49.95,1,13,1,0.00023152286470216313,0.9042755621752924,441
12508,49.93,1,13,1,0.00023143016285443453,0.9045069923381468,442
12722,49.92,2,40,1,0.0002313838119305702,0.9047383761500774,443
15491,49.92,1,24,1,0.0002313838119305702,0.9049697599620079,444
15410,49.800000000000004,1,12,1,0.00023082760084419869,0.9052005875628522,445
13396,49.800000000000004,1,12,1,0.00023082760084419869,0.9054314151636964,446
13183,49.8,2,36,1,0.00023082760084419863,0.9056622427645407,447
18118,49.45,7,23,1,0.00022920531850894829,0.9058914480830496,448
12795,49.28,1,20,1,0.00022841735280325522,0.9061198654358528,449
13124,49.05,2,31,1,0.00022735128155437637,0.9063472167174071,450
14205,48.9,2,6,1,0.00022665601769641193,0.9065738727351036,451
13015,48.8,2,16,1,0.00022619250845776895,0.9068000652435614,452
12609,48.7,2,26,1,0.000225728999219126,0.9070257942427805,453
15984,48.6,4,16,1,0.00022526548998048302,0.907251059732761,454
12598,48.45,3,43,1,0.00022457022612251858,0.9074756299588835,455
13985,48.3,3,26,1,0.0002238749622645541,0.907699504921148,456
13709,48.3,3,32,1,0.0002238749622645541,0.9079233798834125,457
14530,48.15,3,21,1,0.00022317969840658967,0.9081465595818191,458
17750,47.82,3,102,1,0.00022165011791906787,0.9083682096997382,459
15719,47.72,5,22,1,0.0002211866086804249,0.9085893963084186,460
13373,47.7,1,6,1,0.00022109390683269632,0.9088104902152513,461
16912,47.7,1,6,1,0.00022109390683269632,0.909031584122084,462
12488,47.45,2,25,1,0.0002199351337360889,0.90925151925582,463
13555,47.160000000000004,3,68,1,0.00021859095694402427,0.909470110212764,464
12386,46.8,1,16,1,0.00021692232368490956,0.9096870325364489,465
12674,46.8,1,48,1,0.00021692232368490956,0.9099039548601338,466
13668,46.75,3,25,1,0.0002166905690655881,0.9101206454291993,467
13814,46.6,2,28,1,0.00021599530520762365,0.910336640734407,468
12545,46.44,2,60,1,0.00021525369042579487,0.9105518944248328,469
18075,45.980000000000004,3,16,1,0.00021312154792803726,0.9107650159727608,470
12828,45.9,1,18,1,0.00021275074053712286,0.910977766713298,471
14534,45.85,3,19,1,0.00021251898591780137,0.9111902856992158,472
14227,45.84,3,20,1,0.00021247263499393708,0.9114027583342097,473
16730,45.839999999999996,1,36,1,0.00021247263499393705,0.9116152309692036,474
14221,45.6,2,32,1,0.00021136021282119395,0.9118265911820248,475
14738,45.480000000000004,2,24,1,0.0002108040017348224,0.9120373951837596,476
12473,45.2,3,32,1,0.00020950617586662208,0.9122469013596262,477
12614,45.15,1,9,1,0.0002092744212473006,0.9124561757808735,478
14735,45.0,1,12,1,0.00020857915738933613,0.9126647549382628,479
16178,45.0,1,36,1,0.00020857915738933613,0.9128733340956522,480
13141,45.0,3,36,1,0.00020857915738933613,0.9130819132530416,481
17227,45.0,1,36,1,0.00020857915738933613,0.9132904924104309,482
14415,44.849999999999994,3,13,1,0.00020788389353137166,0.9134983763039622,483
14701,44.8,3,8,1,0.0002076521389120502,0.9137060284428743,484
13767,44.74,2,22,1,0.00020737403336886442,0.9139134024762432,485
13956,44.7,2,12,1,0.00020718862967340724,0.9141205911059166,486
16713,44.67,5,23,1,0.00020704957690181435,0.9143276406828184,487
16161,44.6,4,22,1,0.00020672512043476426,0.9145343658032531,488
16253,44.550000000000004,1,9,1,0.0002064933658154428,0.9147408591690686,489
16701,44.08,2,28,1,0.00020431487239382082,0.9149451740414624,490
15301,43.98,4,54,1,0.00020385136315517784,0.9151490254046175,491
17048,43.7,2,6,1,0.00020255353728697756,0.9153515789419044,492
18260,43.7,3,9,1,0.00020255353728697756,0.9155541324791914,493
15150,43.5,2,45,1,0.0002016265188096916,0.9157557589980011,494
13178,43.5,2,25,1,0.0002016265188096916,0.9159573855168108,495
14416,43.3,2,16,1,0.00020069950033240564,0.9161580850171432,496
15694,43.099999999999994,2,22,1,0.00019977248185511969,0.9163578574989983,497
12463,42.72,3,48,1,0.00019801114674827643,0.9165558686457466,498
17567,42.35,3,25,1,0.00019629616256529745,0.9167521648083119,499
13050,42.3,3,10,1,0.00019606440794597596,0.9169482292162578,500
12647,42.2,3,20,1,0.000195600898707333,0.9171438301149651,501
14702,41.800000000000004,3,10,1,0.00019374686175276115,0.9173375769767179,502
16036,41.75,2,35,1,0.00019351510713343963,0.9175310920838513,503
16184,41.7,2,14,1,0.00019328335251411817,0.9177243754363654,504
13927,41.6,1,20,1,0.0001928198432754752,0.9179171952796409,505
14482,41.6,1,20,1,0.0001928198432754752,0.9181100151229163,506
12952,41.44,2,24,1,0.0001920782284936464,0.91830209335141,507
13634,41.35,3,26,1,0.00019166107017886777,0.9184937544215889,508
17790,41.300000000000004,2,14,1,0.00019142931555954628,0.9186851837371485,509
15416,41.25,2,39,1,0.0001911975609402248,0.9188763812980887,510
17787,41.24999999999999,2,7,1,0.00019119756094022476,0.9190675788590289,511
15993,40.92,2,50,1,0.000189667980452703,0.9192572468394816,512
15270,40.8,1,48,1,0.0001891117693663314,0.9194463586088479,513
18123,40.8,1,48,1,0.0001891117693663314,0.9196354703782142,514
13102,40.8,2,24,1,0.0001891117693663314,0.9198245821475806,515
17033,40.8,1,16,1,0.0001891117693663314,0.9200136939169469,516
18242,40.559999999999995,2,24,1,0.00018799934719358828,0.9202016932641405,517
17700,40.5,2,10,1,0.00018772124165040253,0.9203894145057909,518
12572,40.5,2,33,1,0.00018772124165040253,0.9205771357474414,519
12909,40.35,2,37,1,0.00018702597779243806,0.9207641617252338,520
12793,40.3,2,26,1,0.00018679422317311657,0.9209509559484069,521
17865,40.2,1,28,1,0.00018633071393447362,0.9211372866623414,522
16928,40.2,4,28,1,0.00018633071393447362,0.9213236173762759,523
15529,40.12,6,33,1,0.00018595990654355921,0.9215095772828195,524
16801,40.0,1,32,1,0.00018540369545718766,0.9216949809782766,525
13255,39.8,1,4,1,0.00018447667697990173,0.9218794576552565,526
13186,39.8,1,20,1,0.00018447667697990173,0.9220639343322363,527
16152,39.8,1,4,1,0.00018447667697990173,0.9222484110092162,528
14217,39.699999999999996,2,14,1,0.00018401316774125875,0.9224324241769575,529
13069,39.65,3,53,1,0.0001837814131219373,0.9226162055900794,530
17734,39.6,1,8,1,0.0001835496585026158,0.922799755248582,531
12916,39.6,1,8,1,0.0001835496585026158,0.9229833049070847,532
16057,39.599999999999994,1,24,1,0.00018354965850261577,0.9231668545655873,533
16379,39.599999999999994,1,24,1,0.00018354965850261577,0.92335040422409,534
14075,39.599999999999994,1,24,1,0.00018354965850261577,0.9235339538825926,535
14305,39.599999999999994,1,24,1,0.00018354965850261577,0.9237175035410953,536
12491,39.45,1,9,1,0.00018285439464465136,0.9239003579357399,537
15023,39.45,3,15,1,0.00018285439464465136,0.9240832123303845,538
17581,39.0,1,20,1,0.00018076860307075798,0.9242639809334553,539
12612,39.0,1,28,1,0.00018076860307075798,0.9244447495365261,540
15808,38.94,3,14,1,0.0001804904975275722,0.9246252400340537,541
12853,38.8,2,8,1,0.00017984158459347202,0.9248050816186472,542
12716,38.72,2,20,1,0.00017947077720255767,0.9249845523958498,543
16150,38.45,2,11,1,0.00017821930225822168,0.925162771698108,544
14565,38.4,2,24,1,0.00017798754763890016,0.9253407592457469,545
12541,38.1,2,30,1,0.00017659701992297128,0.9255173562656699,546
16059,38.1,2,9,1,0.00017659701992297128,0.9256939532855929,547
16076,38.010000000000005,3,87,1,0.0001761798616081926,0.9258701331472011,548
16814,38.0,2,12,1,0.0001761335106843283,0.9260462666578855,549
16989,37.949999999999996,1,23,1,0.00017590175606500678,0.9262221684139504,550
16609,37.8,2,14,1,0.00017520649220704234,0.9263973749061575,551
12901,37.8,1,90,1,0.00017520649220704234,0.9265725813983645,552
13047,37.650000000000006,2,7,1,0.00017451122834907792,0.9267470926267136,553
15780,37.65,2,15,1,0.0001745112283490779,0.9269216038550627,554
16638,37.6,2,8,1,0.0001742794737297564,0.9270958833287924,555
16523,37.5,2,12,1,0.00017381596449111346,0.9272696992932835,556
13365,37.5,1,18,1,0.00017381596449111346,0.9274435152577746,557
16710,37.400000000000006,3,31,1,0.0001733524552524705,0.9276168677130271,558
16686,37.4,4,7,1,0.00017335245525247048,0.9277902201682796,559
13381,37.4,2,28,1,0.00017335245525247048,0.9279635726235321,560
17097,37.33,3,21,1,0.00017302799878542039,0.9281366006223175,561
12468,36.9,1,18,1,0.00017103490905925564,0.9283076355313767,562
15601,36.84,2,32,1,0.00017075680351606986,0.9284783923348928,563
15159,36.8,2,32,1,0.00017057139982061266,0.9286489637347134,564
17758,36.65,3,27,1,0.0001698761359626482,0.928818839870676,565
16726,36.45,3,13,1,0.00016894911748536228,0.9289877889881614,566
17160,36.4,2,18,1,0.00016871736286604077,0.9291565063510274,567
14461,36.4,3,16,1,0.00016871736286604077,0.9293252237138935,568
14880,36.39,2,17,1,0.00016867101194217648,0.9294938947258357,569
14293,36.3,2,22,1,0.0001682538536273978,0.929662148579463,570
14092,36.15,2,15,1,0.00016755858976943335,0.9298297071692325,571
12379,36.1,2,16,1,0.00016732683515011188,0.9299970340043826,572
16401,35.95,3,21,1,0.00016663157129214744,0.9301636655756748,573
17686,35.8,2,14,1,0.00016593630743418295,0.930329601883109,574
15916,35.8,1,4,1,0.00016593630743418295,0.9304955381905432,575
17597,35.7,1,6,1,0.00016547279819554002,0.9306610109887388,576
12797,35.7,1,6,1,0.00016547279819554002,0.9308264837869343,577
15815,35.7,2,85,1,0.00016547279819554002,0.9309919565851299,578
18230,35.400000000000006,1,12,1,0.0001640822704796111,0.9311560388556095,579
13153,35.400000000000006,1,12,1,0.0001640822704796111,0.9313201211260891,580
14051,35.400000000000006,1,12,1,0.0001640822704796111,0.9314842033965687,581
12919,35.400000000000006,1,12,1,0.0001640822704796111,0.9316482856670483,582
16303,35.400000000000006,1,12,1,0.0001640822704796111,0.9318123679375279,583
14307,35.4,2,28,1,0.00016408227047961109,0.9319764502080075,584
12790,35.34,1,24,1,0.00016380416493642534,0.9321402543729439,585
13174,35.2,2,2,1,0.00016315525200232515,0.9323034096249462,586
15990,35.199999999999996,2,16,1,0.00016315525200232513,0.9324665648769485,587
13865,35.099999999999994,1,18,1,0.00016269174276368215,0.9326292566197122,588
15004,35.0,1,28,1,0.00016222823352503922,0.9327914848532373,589
13887,34.96,1,16,1,0.00016204282982958202,0.9329535276830668,590
12955,34.8,2,24,1,0.00016130121504775327,0.9331148288981146,591
12426,34.8,1,24,1,0.00016130121504775327,0.9332761301131623,592
14154,34.8,1,16,1,0.00016130121504775327,0.9334374313282101,593
13486,34.8,1,16,1,0.00016130121504775327,0.9335987325432579,594
12735,34.75,1,13,1,0.0001610694604284318,0.9337598020036864,595
18235,34.74,1,18,1,0.00016102310950456752,0.933920825113191,596
17092,34.650000000000006,2,7,1,0.00016060595118978885,0.9340814310643808,597
18125,34.05,3,29,1,0.000157824895757931,0.9342392559601387,598
14897,34.0,1,4,1,0.00015759314113860951,0.9343968491012773,599
16081,34.0,1,4,1,0.00015759314113860951,0.9345544422424159,600
15034,34.0,1,4,1,0.00015759314113860951,0.9347120353835545,601
13662,34.0,1,4,1,0.00015759314113860951,0.9348696285246931,602
12390,33.9,1,2,1,0.00015712963189996654,0.9350267581565931,603
14769,33.83,3,35,1,0.00015680517543291647,0.935183563332026,604
15665,33.42,2,10,1,0.00015490478755448032,0.9353384681195805,605
16550,33.4,3,28,1,0.0001548120857067517,0.9354932802052873,606
12719,33.300000000000004,2,30,1,0.00015434857646810877,0.9356476287817554,607
14978,33.3,3,6,1,0.00015434857646810872,0.9358019773582236,608
15622,33.3,2,14,1,0.00015434857646810872,0.9359563259346917,609
12743,33.22,2,12,1,0.00015397776907719436,0.9361103037037689,610
15544,33.2,1,8,1,0.0001538850672294658,0.9362641887709984,611
17886,33.15,2,5,1,0.00015365331261014427,0.9364178420836086,612
13901,33.1,1,14,1,0.0001534215579908228,0.9365712636415994,613
14639,33.099999999999994,2,14,1,0.00015342155799082278,0.9367246851995902,614
15659,33.0,1,4,1,0.00015295804875217983,0.9368776432483423,615
13093,33.0,1,20,1,0.00015295804875217983,0.9370306012970945,616
15764,32.9,1,14,1,0.00015249453951353685,0.937183095836608,617
13334,32.7,2,33,1,0.00015156752103625095,0.9373346633576443,618
12948,32.7,1,10,1,0.00015156752103625095,0.9374862308786805,619
17812,32.55,2,25,1,0.00015087225717828645,0.9376371031358588,620
12528,32.5,2,8,1,0.000150640502558965,0.9377877436384178,621
13813,32.4,2,18,1,0.000150176993320322,0.9379379206317381,622
13078,32.0,2,14,1,0.00014832295636575015,0.9380862435881039,623
16033,31.94,4,28,1,0.00014804485082256437,0.9382342884389264,624
16734,31.9,1,2,1,0.00014785944712710717,0.9383821478860536,625
16480,31.8,1,4,1,0.0001473959378884642,0.938529543823942,626
13061,31.8,1,4,1,0.0001473959378884642,0.9386769397618305,627
14692,31.75,2,9,1,0.0001471641832691427,0.9388241039450996,628
17653,31.6,1,8,1,0.00014646891941117826,0.9389705728645108,629
13654,31.3,1,35,1,0.00014507839169524935,0.939115651256206,630
12624,31.2,2,8,1,0.00014461488245660637,0.9392602661386626,631
14505,30.82,2,10,1,0.0001428535473497631,0.9394031196860124,632
13356,30.8,1,16,1,0.0001427608455020345,0.9395458805315144,633
14390,30.7,2,16,1,0.00014229733626339153,0.9396881778677778,634
13931,30.6,1,36,1,0.00014183382702474858,0.9398300116948025,635
16766,30.599999999999998,1,36,1,0.00014183382702474855,0.9399718455218272,636
16984,30.599999999999998,1,12,1,0.00014183382702474855,0.9401136793488519,637
14739,30.599999999999998,1,36,1,0.00014183382702474855,0.9402555131758766,638
12775,30.599999999999998,1,36,1,0.00014183382702474855,0.9403973470029013,639
15381,30.599999999999998,1,12,1,0.00014183382702474855,0.940539180829926,640
13869,30.599999999999998,1,36,1,0.00014183382702474855,0.9406810146569508,641
14691,30.599999999999998,1,12,1,0.00014183382702474855,0.9408228484839755,642
17621,30.599999999999998,1,12,1,0.00014183382702474855,0.9409646823110002,643
16249,30.299999999999997,2,18,1,0.00014044329930881964,0.941105125610309,644
15660,30.299999999999997,2,18,1,0.00014044329930881964,0.9412455689096179,645
16676,30.299999999999997,2,18,1,0.00014044329930881964,0.9413860122089267,646
12526,30.299999999999997,1,18,1,0.00014044329930881964,0.9415264555082355,647
16770,30.240000000000002,3,24,1,0.0001401651937656339,0.9416666207020011,648
13784,30.24,1,72,1,0.00014016519376563387,0.9418067858957667,649
16809,30.2,3,17,1,0.0001399797900701767,0.9419467656858369,650
16515,30.150000000000002,2,13,1,0.00013974803545085523,0.9420865137212877,651
12710,30.099999999999998,1,14,1,0.0001395162808315337,0.9422260300021192,652
15865,30.0,1,24,1,0.00013905277159289076,0.9423650827737121,653
14470,30.0,1,8,1,0.00013905277159289076,0.942504135545305,654
12461,30.0,1,16,1,0.00013905277159289076,0.9426431883168979,655
16133,30.0,1,16,1,0.00013905277159289076,0.9427822410884907,656
14216,30.0,1,24,1,0.00013905277159289076,0.9429212938600836,657
15681,30.0,1,24,1,0.00013905277159289076,0.9430603466316765,658
13414,30.0,1,24,1,0.00013905277159289076,0.9431993994032694,659
12544,30.0,1,16,1,0.00013905277159289076,0.9433384521748622,660
16441,30.0,1,24,1,0.00013905277159289076,0.9434775049464551,661
17128,30.0,1,24,1,0.00013905277159289076,0.943616557718048,662
13552,30.0,1,24,1,0.00013905277159289076,0.9437556104896409,663
13481,30.0,1,24,1,0.00013905277159289076,0.9438946632612337,664
17618,30.0,1,8,1,0.00013905277159289076,0.9440337160328266,665
13450,30.0,1,24,1,0.00013905277159289076,0.9441727688044195,666
15755,30.0,1,24,1,0.00013905277159289076,0.9443118215760123,667
14401,30.0,1,24,1,0.00013905277159289076,0.9444508743476052,668
15712,29.999999999999996,2,24,1,0.00013905277159289073,0.9445899271191981,669
12667,29.999999999999996,1,24,1,0.00013905277159289073,0.944728979890791,670
16951,29.999999999999996,1,24,1,0.00013905277159289073,0.9448680326623838,671
13989,29.95,2,13,1,0.00013882101697356927,0.9450068536793574,672
14224,29.9,1,2,1,0.00013858926235424778,0.9451454429417117,673
13572,29.880000000000003,1,12,1,0.0001384965605065192,0.9452839395022182,674
15434,29.85,2,15,1,0.00013835750773492632,0.9454222970099532,675
17086,29.76,2,92,1,0.00013794034942014763,0.9455602373593733,676
13769,29.75,1,5,1,0.00013789399849628334,0.9456981313578696,677
13871,29.700000000000003,2,6,1,0.00013766224387696185,0.9458357936017466,678
16566,29.7,1,18,1,0.00013766224387696185,0.9459734558456236,679
18223,29.7,2,22,1,0.00013766224387696185,0.9461111180895007,680
12784,29.65,1,38,1,0.00013743048925764036,0.9462485485787583,681
12524,29.58,3,46,1,0.00013710603279059027,0.9463856546115489,682
16624,29.5,1,10,1,0.00013673522539967592,0.9465223898369486,683
15274,29.310000000000002,2,29,1,0.00013585455784625427,0.9466582443947948,684
17774,28.5,3,10,1,0.0001321001330132462,0.9467903445278081,685
13309,28.5,1,14,1,0.0001321001330132462,0.9469224446608213,686
17579,28.5,2,10,1,0.0001321001330132462,0.9470545447938346,687
13870,28.439999999999998,2,24,1,0.00013182202747006043,0.9471863668213046,688
17107,28.3,3,9,1,0.00013117311453596028,0.9473175399358406,689
12669,28.200000000000003,1,36,1,0.00013070960529731733,0.9474482495411378,690
16115,28.15,2,13,1,0.0001304778506779958,0.9475787273918158,691
14287,28.1,2,34,1,0.00013024609605867435,0.9477089734878745,692
12618,28.05,1,15,1,0.00013001434143935286,0.9478389878293139,693
17870,27.900000000000002,1,6,1,0.00012931907758138842,0.9479683069068953,694
17027,27.700000000000003,2,12,1,0.00012839205910410249,0.9480966989659994,695
14443,27.660000000000004,2,18,1,0.00012820665540864528,0.948224905621408,696
15152,27.619999999999997,2,38,1,0.00012802125171318808,0.9483529268731212,697
17690,27.6,1,8,1,0.0001279285498654595,0.9484808554229867,698
17757,27.55,4,20,1,0.00012769679524613802,0.9486085522182328,699
14262,27.5,2,14,1,0.00012746504062681653,0.9487360172588596,700
12458,27.450000000000003,2,9,1,0.00012723328600749506,0.9488632505448671,701
13253,27.36,1,72,1,0.00012681612769271637,0.9489900666725598,702
15022,27.270000000000003,2,11,1,0.0001263989693779377,0.9491164656419377,703
13860,27.180000000000003,1,18,1,0.00012598181106315904,0.9492424474530009,704
15804,27.04,1,16,1,0.00012533289812905886,0.94936778035113,705
16947,27.04,1,16,1,0.00012533289812905886,0.9494931132492591,706
14422,26.759999999999998,2,36,1,0.00012403507226085855,0.94961714832152,707
15194,26.64,2,42,1,0.000123478861174487,0.9497406271826945,708
15358,26.400000000000002,1,48,1,0.00012236643900174387,0.9498629936216962,709
16092,25.800000000000004,2,30,1,0.00011958538356988607,0.9499825790052662,710
12641,25.799999999999997,1,11,1,0.00011958538356988603,0.9501021643888361,711
16293,25.799999999999997,2,10,1,0.00011958538356988603,0.950221749772406,712
17238,25.619999999999997,3,14,1,0.00011875106694032869,0.9503405008393464,713
12398,25.6,1,32,1,0.00011865836509260011,0.950459159204439,714
13571,25.54,2,10,1,0.00011838025954941432,0.9505775394639885,715
16499,25.5,1,2,1,0.00011819485585395714,0.9506957343198424,716
13880,25.5,1,6,1,0.00011819485585395714,0.9508139291756964,717
13030,25.5,1,6,1,0.00011819485585395714,0.9509321240315504,718
12622,25.5,1,2,1,0.00011819485585395714,0.9510503188874043,719
13593,25.4,2,28,1,0.00011773134661531417,0.9511680502340196,720
16670,25.380000000000003,2,14,1,0.0001176386447675856,0.9512856888787872,721
15321,25.200000000000003,1,12,1,0.00011680432813802825,0.9514024932069252,722
14138,25.200000000000003,1,12,1,0.00011680432813802825,0.9515192975350631,723
13756,25.200000000000003,1,12,1,0.00011680432813802825,0.9516361018632011,724
17434,25.200000000000003,1,12,1,0.00011680432813802825,0.9517529061913391,725
13448,25.200000000000003,1,12,1,0.00011680432813802825,0.9518697105194771,726
13564,25.200000000000003,1,12,1,0.00011680432813802825,0.9519865148476151,727
16385,25.200000000000003,1,12,1,0.00011680432813802825,0.9521033191757531,728
15218,25.200000000000003,1,12,1,0.00011680432813802825,0.9522201235038911,729
12729,25.200000000000003,1,12,1,0.00011680432813802825,0.9523369278320291,730
13158,25.2,2,16,1,0.00011680432813802823,0.952453732160167,731
12581,25.2,1,24,1,0.00011680432813802823,0.952570536488305,732
17634,25.15,2,5,1,0.00011657257351870675,0.9526871090618237,733
18185,25.05,1,15,1,0.00011610906428006378,0.9528032181261038,734
17220,25.05,2,7,1,0.00011610906428006378,0.9529193271903839,735
13755,25.0,1,1,1,0.0001158773096607423,0.9530352045000446,736
13744,25.0,1,20,1,0.0001158773096607423,0.9531510818097054,737
17463,25.0,2,12,1,0.0001158773096607423,0.9532669591193662,738
15087,24.96,1,12,1,0.0001156919059652851,0.9533826510253315,739
18094,24.96,1,12,1,0.0001156919059652851,0.9534983429312968,740
16232,24.96,1,12,1,0.0001156919059652851,0.953614034837262,741
13722,24.96,1,12,1,0.0001156919059652851,0.9537297267432273,742
17082,24.900000000000002,1,6,1,0.00011541380042209934,0.9538451405436494,743
14418,24.900000000000002,1,6,1,0.00011541380042209934,0.9539605543440716,744
17131,24.900000000000002,1,6,1,0.00011541380042209934,0.9540759681444937,745
16735,24.900000000000002,1,6,1,0.00011541380042209934,0.9541913819449158,746
14321,24.839999999999996,1,24,1,0.00011513569487891353,0.9543065176397947,747
15532,24.549999999999997,3,5,1,0.00011379151808684892,0.9544203091578816,748
14049,24.419999999999998,3,18,1,0.00011318895607661306,0.9545334981139582,749
12418,24.3,1,22,1,0.00011263274499024151,0.9546461308589484,750
15053,24.15,2,25,1,0.00011193748113227705,0.9547580683400807,751
13971,24.14,2,14,1,0.00011189113020841277,0.9548699594702891,752
17211,24.050000000000004,2,7,1,0.0001114739718936341,0.9549814334421827,753
13614,24.0,2,6,1,0.0001112422172743126,0.955092675659457,754
17400,23.85,1,3,1,0.00011054695341634816,0.9552032226128734,755
17858,23.85,2,5,1,0.00011054695341634816,0.9553137695662898,756
17850,23.82,3,18,1,0.00011040790064475526,0.9554241774669345,757
14414,23.8,1,4,1,0.00011031519879702667,0.9555344926657315,758
15493,23.75,2,5,1,0.00011008344417770518,0.9556445761099093,759
13800,23.6,1,8,1,0.00010938818031974074,0.955753964290229,760
18160,23.6,1,8,1,0.00010938818031974074,0.9558633524705487,761
15500,23.6,1,8,1,0.00010938818031974074,0.9559727406508683,762
13458,23.6,1,8,1,0.00010938818031974074,0.956082128831188,763
16217,23.6,1,8,1,0.00010938818031974074,0.9561915170115077,764
12772,23.6,1,8,1,0.00010938818031974074,0.9563009051918274,765
14730,23.52,4,9,1,0.00010901737292882635,0.9564099225647562,766
14472,23.5,4,10,1,0.00010892467108109776,0.9565188472358374,767
12839,23.5,2,14,1,0.00010892467108109776,0.9566277719069185,768
16940,23.43,2,21,1,0.00010860021461404768,0.9567363721215325,769
13984,23.400000000000002,1,36,1,0.00010846116184245479,0.956844833283375,770
12599,23.400000000000002,1,36,1,0.00010846116184245479,0.9569532944452175,771
14246,23.400000000000002,1,36,1,0.00010846116184245479,0.95706175560706,772
14206,23.4,1,12,1,0.00010846116184245478,0.9571702167689025,773
16037,23.4,1,12,1,0.00010846116184245478,0.957278677930745,774
13908,23.4,1,12,1,0.00010846116184245478,0.9573871390925874,775
15795,23.4,1,12,1,0.00010846116184245478,0.9574956002544299,776
15289,23.4,1,36,1,0.00010846116184245478,0.9576040614162724,777
14150,23.4,1,12,1,0.00010846116184245478,0.9577125225781149,778
15140,23.4,1,12,1,0.00010846116184245478,0.9578209837399574,779
17519,23.25,1,5,1,0.00010776589798449034,0.9579287496379418,780
16764,23.040000000000003,4,10,1,0.0001067925285833401,0.9580355421665252,781
18061,22.799999999999997,1,24,1,0.00010568010641059696,0.9581412222729357,782
12652,22.740000000000002,1,30,1,0.0001054020008674112,0.9582466242738031,783
14948,22.5,1,6,1,0.00010428957869466806,0.9583509138524978,784
15123,22.5,1,6,1,0.00010428957869466806,0.9584552034311925,785
14708,22.5,1,6,1,0.00010428957869466806,0.9585594930098872,786
16729,22.16,4,7,1,0.00010271364728328198,0.9586622066571705,787
16813,22.15,5,9,1,0.00010266729635941766,0.9587648739535299,788
15701,22.08,1,24,1,0.00010234283989236759,0.9588672167934224,789
13320,21.96,1,36,1,0.00010178662880599603,0.9589690034222283,790
17920,21.909999999999997,5,18,1,0.00010155487418667453,0.9590705582964151,791
12867,21.9,2,14,1,0.00010150852326281024,0.9591720668196779,792
17609,21.85,2,7,1,0.00010127676864348878,0.9592733435883214,793
13230,21.83,4,13,1,0.00010118406679576017,0.9593745276551171,794
13975,21.68,2,14,1,0.00010048880293779572,0.9594750164580549,795
14790,21.18,1,22,1,9.817125674458087e-05,0.9595731877147995,796
13142,21.0,1,50,1,9.733694011502353e-05,0.9596705246549145,797
12561,21.0,1,50,1,9.733694011502353e-05,0.9597678615950296,798
16015,20.94,2,33,1,9.705883457183775e-05,0.9598649204296014,799
18069,20.92,3,20,1,9.696613272410916e-05,0.9599618865623255,800
16007,20.900000000000002,1,6,1,9.687343087638057e-05,0.9600587599932019,801
16938,20.9,2,6,1,9.687343087638055e-05,0.9601556334240783,802
