StockCode,Description,revenue,units_sold,orders,revenue_share
22966,GINGERBREAD MAN COOKIE CUTTER,148.3,124,8,0.0006873842009075235
22413,METAL SIGN TAKE IT OR LEAVE IT ,147.28000000000003,48,8,0.0006826564066733652
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,146.98000000000002,134,5,0.0006812658789574363
22059,CERAMIC STRAWBERRY DESIGN MUG,144.17,121,5,0.0006682412693515687
21770,OPEN CLOSED METAL SIGN,143.55,29,9,0.0006653675120719824
21975,PACK OF 60 DINOSAUR CAKE CASES,143.35,289,9,0.0006644404935946963
22776,SWEETHEART CAKESTAND 3 TIER,143.25,16,4,0.0006639769843560534
21912,VINTAGE SNAKES & LADDERS,142.62,37,5,0.0006610568761526028
23356,LOVE HOT WATER BOTTLE,142.6,28,3,0.0006609641743048741
23347,I LOVE LONDON BEAKER,142.46,113,4,0.0006603152613707741
22312,OFFICE MUG WARMER POLKADOT,141.60000000000002,48,6,0.0006563290819184446
22314,OFFICE MUG WARMER CHOC+BLUE,141.60000000000002,48,5,0.0006563290819184446
23207,LUNCH BAG ALPHABET DESIGN,140.25,85,7,0.0006500717071967644
22767,TRIPLE PHOTO FRAME CORNICE ,139.42,12,6,0.0006462245805160276
22242,5 HOOK HANGER MAGIC TOADSTOOL,139.2,96,1,0.0006452048601910132
21240,BLUE POLKADOT CUP,138.82000000000002,178,8,0.00064344352508417
22456,NATURAL SLATE CHALKBOARD LARGE ,138.78000000000003,25,5,0.0006432581213887128
15056P,EDWARDIAN PARASOL PINK,137.41000000000003,22,4,0.0006369080448193041
23160,REGENCY TEA SPOON,137.22,103,5,0.0006360273772658824
22637,PIGGY BANK RETROSPOT ,137.19000000000003,61,5,0.0006358883244942897
23235,STORAGE TIN VINTAGE LEAF,136.86,54,2,0.0006343587440067678
84375,SET OF 20 KIDS COOKIE CUTTERS,136.5,65,6,0.000632690110747653
22331,WOODLAND PARTY BAG + STICKER SET,135.6,88,5,0.0006285185275998663
82486,WOOD S/3 CABINET ANT WHITE FINISH,135.2,16,4,0.0006266644906452943
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,135.0,36,1,0.0006257374721680085
22726,ALARM CLOCK BAKELIKE GREEN,135.0,36,6,0.0006257374721680085
21680,WOODLAND  STICKERS,134.23,157,3,0.0006221684510304575
22606,WOODEN SKITTLES GARDEN SET,133.9,10,2,0.0006206388705429359
22077,6 RIBBONS RUSTIC CHARM,132.98999999999998,65,7,0.0006164209364712848
20718,RED RETROSPOT SHOPPER BAG,132.82999999999998,103,8,0.0006156793216894559
84050,PINK HEART SHAPE EGG FRYING PAN,132.07999999999998,96,6,0.0006122030023996337
21041,RED RETROSPOT OVEN GLOVE DOUBLE,131.93,31,6,0.0006115077385416694
22180,RETROSPOT LAMP,131.85,15,3,0.0006111369311507549
22558,CLOTHES PEGS RETROSPOT PACK 24 ,131.04,84,6,0.0006073825063177469
23170,REGENCY TEA PLATE ROSES ,130.64999999999998,85,5,0.0006055748202870392
22651,GENTLEMAN SHIRT REPAIR KIT ,130.54999999999998,149,2,0.0006051113110483963
23397,FOOT STOOL HOME SWEET HOME ,130.4,16,1,0.0006044160471904319
21171,BATHROOM METAL SIGN ,129.62,100,4,0.0006008006751290168
22501,PICNIC BASKET WICKER LARGE,129.35,13,5,0.0005995492001846807
20854,BLUE PATCH PURSE PINK HEART,129.04999999999998,89,1,0.0005981586724687517
23200,JUMBO BAG PEARS,128.78,56,7,0.0005969071975244158
22505,MEMO BOARD COTTAGE DESIGN,128.70000000000002,26,6,0.0005965363901335015
21621,VINTAGE UNION JACK BUNTING,127.5,15,4,0.0005909742792697858
22690,DOORMAT HOME SWEET HOME BLUE ,127.2,16,5,0.0005895837515538569
22296,HEART IVORY TRELLIS LARGE,127.04999999999998,77,6,0.0005888884876958923
22553,PLASTERS IN TIN SKULLS,127.03999999999998,76,6,0.0005888421367720281
85232D,SET/3 DECOUPAGE STACKING TINS,126.81,28,3,0.0005877760655231493
21239,PINK  POLKADOT CUP,126.44999999999999,135,7,0.0005861074322640346
22632,HAND WARMER RED RETROSPOT,126.00000000000001,60,4,0.0005840216406901413
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,125.93,109,5,0.0005836971842230912
22777,GLASS CLOCHE LARGE,125.80000000000001,16,3,0.0005830946222128554
22174,PHOTO CUBE,125.51999999999998,72,4,0.0005817967963446549
21533,RETROSPOT LARGE MILK JUG,125.31,26,6,0.0005808234269435048
23497,CLASSIC CHROME BICYCLE BELL ,125.25,93,5,0.000580545321400319
22969,HOMEMADE JAM SCENTED CANDLES,125.08999999999999,85,7,0.0005798037066184902
23240,SET OF 4 KNICK KNACK TINS DOILEY ,124.50000000000001,30,5,0.0005770690021104968
22807,SET OF 6 T-LIGHTS TOADSTOOLS,124.5,54,3,0.0005770690021104967
21754,HOME BUILDING BLOCK WORD,124.44000000000001,18,8,0.0005767908965673109
21154,RED RETROSPOT OVEN GLOVE ,124.01,63,6,0.0005747978068411461
23051,RECYCLED ACAPULCO MAT BLUE,123.75,15,6,0.0005735926828206744
84378,SET OF 3 HEART COOKIE CUTTERS,123.50999999999999,94,10,0.0005724802606479313
22841,ROUND CAKE TIN VINTAGE GREEN,123.15,17,4,0.0005708116273888166
47351B,BLUE  VOILE LAMPSHADE,122.39999999999999,48,1,0.0005673353080989943
23510,MINI PLAYING CARDS GYMKHANA,121.80000000000001,290,3,0.0005645542526671366
21211,SET OF 72 SKULL PAPER  DOILIES,121.79999999999998,84,2,0.0005645542526671364
20828,GLITTER BUTTERFLY CLIPS,121.06,55,3,0.0005611242843011786
22089,PAPER BUNTING VINTAGE PAISLEY,120.84000000000003,40,6,0.0005601045639761642
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,120.80000000000001,208,5,0.0005599191602807069
48184,DOORMAT ENGLISH ROSE ,120.75,15,4,0.0005596874056613854
21499,BLUE POLKADOT WRAP,120.5,325,6,0.000558528632564778
20674,GREEN POLKADOT BOWL,120.0,96,3,0.0005562110863715631
21122,SET/10 PINK POLKADOT PARTY CANDLES,120.0,96,4,0.0005562110863715631
22838,3 TIER CAKE TIN RED AND CREAM,119.6,8,3,0.0005543570494169912
84978,HANGING HEART JAR T-LIGHT HOLDER,119.22,73,5,0.0005525957143101479
22207,FRYING PAN UNION FLAG,119.0,28,4,0.0005515759939851334
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,118.79999999999998,72,3,0.0005506489755078474
35970,ZINC FOLKART SLEIGH BELLS,118.28999999999999,57,3,0.0005482850783907683
21094,SET/6 RED SPOTTY PAPER PLATES,118.00999999999999,139,12,0.0005469872525225679
85032C,CURIOUS IMAGES GIFT WRAP SET,117.31000000000002,57,4,0.0005437426878520674
85232A,SET/3 POLKADOT STACKING TINS,116.85,27,2,0.0005416105453543095
72741,GRAND CHOCOLATECANDLE,116.1,90,3,0.0005381342260644872
23053,RECYCLED ACAPULCO MAT PINK,115.89,11,7,0.000537160856663337
82482,WOODEN PICTURE FRAME WHITE FINISH,115.88,38,7,0.0005371145057394728
21917,SET 12 KIDS  WHITE CHALK STICKS,115.86,317,3,0.0005370218038917441
22380,TOY TIDY SPACEBOY  ,115.5,55,5,0.0005353531706326295
82484,WOOD BLACK BOARD ANT WHITE FINISH,115.48,14,6,0.000535260468784901
22083,PAPER CHAIN KIT RETROSPOT,115.05000000000001,39,6,0.0005332673790587361
21906,PHARMACIE FIRST AID TIN,114.75,17,4,0.0005318768513428073
23205,CHARLOTTE BAG VINTAGE ALPHABET ,114.5,150,5,0.0005307180782461998
22860,EASTER TIN CHICKS PINK DAISY,113.85,69,3,0.0005277052681950205
23321,SMALL WHITE HEART OF WICKER,113.84999999999998,69,6,0.0005277052681950204
85014B,RED RETROSPOT UMBRELLA,113.61000000000001,18,5,0.0005265928460222774
21564,PINK  HEART SHAPE LOVE BUCKET ,112.50000000000001,126,2,0.0005214478934733404
22114,HOT WATER BOTTLE TEA AND SYMPATHY,112.35,27,7,0.0005207526296153759
23201,JUMBO BAG ALPHABET,112.32000000000001,54,6,0.0005206135768437831
22804,CANDLEHOLDER PINK HANGING HEART,112.00000000000001,36,11,0.0005191303472801256
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,111.51,81,6,0.000516859152010775
22539,MINI JIGSAW DOLLY GIRL,110.88,264,2,0.0005139390438073242
22088,PAPER BUNTING COLOURED LACE,110.85,43,2,0.0005137999910357313
22356,CHARLOTTE BAG PINK POLKADOT,110.5,130,10,0.0005121777087004811
22191,IVORY DINER WALL CLOCK,110.5,13,6,0.0005121777087004811
22306,SILVER MUG BONE CHINA TREE OF LIFE,110.28,84,3,0.0005111579883754665
22894,TABLECLOTH RED APPLES DESIGN ,109.44999999999999,11,4,0.0005073108616947298
22980,PANTRY SCRUBBING BRUSH,109.19999999999999,72,3,0.0005061520885981224
48187,DOORMAT NEW ENGLAND,109.06,13,7,0.0005055031756640223
23174,REGENCY SUGAR BOWL GREEN,107.9,26,5,0.0005001264684957638
22196,SMALL HEART MEASURING SPOONS,107.58999999999999,121,9,0.0004986895898559706
84843,WHITE SOAP RACK WITH 2 BOTTLES,107.50000000000001,22,3,0.000498272431541192
22585,PACK OF 6 BIRDY GIFT TAGS,107.46000000000001,85,7,0.0004980870278457348
22195,LARGE HEART MEASURING SPOONS,107.22999999999999,63,6,0.0004970209565968559
22150,3 STRIPEY MICE FELTCRAFT,107.12,58,8,0.0004965110964343487
22837,HOT WATER BOTTLE BABUSHKA ,106.95000000000002,23,3,0.0004957231307286557
21110,LARGE CAKE TOWEL PINK SPOTS,106.8,40,3,0.0004950278668706911
21249,WOODLAND  HEIGHT CHART STICKERS ,106.20000000000002,36,4,0.0004922468114388334
21164,HOME SWEET HOME METAL SIGN ,105.98000000000002,34,7,0.0004912270911138189
22449,SILK PURSE BABUSHKA PINK,105.42000000000002,32,4,0.0004886314393774182
23263,SET OF 3 WOODEN HEART DECORATIONS,105.0,84,6,0.0004866847005751177
23505,PLAYING CARDS I LOVE LONDON ,104.0,100,1,0.000482049608188688
23313,VINTAGE CHRISTMAS BUNTING,103.95,21,4,0.00048181785356936655
23283,DOORMAT VINTAGE LEAF,103.8,14,3,0.00048112258971140206
20677,PINK POLKADOT BOWL,103.75,83,5,0.0004808908350920806
10002,INFLATABLE POLITICAL GLOBE ,103.63,121,2,0.000480334624005709
51014A,"FEATHER PEN,HOT PINK",102.82,134,5,0.00047658019917270095
23110,PARISIENNE KEY CABINET ,102.2,20,3,0.0004737064418931146
22418,10 COLOUR SPACEBOY PEN,102.0,120,3,0.00047277942341582865
22444,GROW YOUR OWN PLANT IN A CAN ,101.76,96,1,0.00047166700124308555
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,101.76,96,1,0.00047166700124308555
22169,FAMILY ALBUM WHITE PICTURE FRAME,101.63,11,5,0.0004710644392328496
22942,CHRISTMAS LIGHTS 10 SANTAS ,101.63,11,2,0.0004710644392328496
23292,SPACEBOY CHILDRENS CUP,101.25,81,6,0.00046930310412600634
22654,DELUXE SEWING KIT ,100.88000000000001,16,3,0.0004675881199430274
22424,ENAMEL BREAD BIN CREAM,100.35,9,2,0.00046513152097821963
22667,RECIPE BOX RETROSPOT ,100.30000000000001,34,5,0.0004648997663588982
23077,DOUGHNUT LIP GLOSS ,100.0,80,2,0.00046350923864296923
23111,PARISIENNE SEWING BOX,100.0,8,4,0.00046350923864296923
22689,DOORMAT MERRY CHRISTMAS RED ,99.9,14,3,0.0004630457294043263
23204,CHARLOTTE BAG APPLES DESIGN,99.87,62,7,0.0004629066766327334
23242,TREASURE TIN BUFFALO BILL ,99.84,48,1,0.00046276762386114053
23255,CHILDRENS CUTLERY CIRCUS PARADE,99.60000000000001,24,5,0.0004616552016883974
23237,SET OF 4 KNICK KNACK TINS LEAVES ,99.60000000000001,24,3,0.0004616552016883974
22768,FAMILY PHOTO FRAME CORNICE,99.5,10,5,0.0004611916924497544
22788,BROCANTE COAT RACK,99.5,10,3,0.0004611916924497544
22944,CHRISTMAS METAL POSTCARD WITH BELLS,99.24000000000001,228,3,0.0004599865684292827
22623,BOX OF VINTAGE JIGSAW BLOCKS ,99.15,17,4,0.00045956941011450405
21622,VINTAGE UNION JACK CUSHION COVER,99.0,20,3,0.00045887414625653955
23050,RECYCLED ACAPULCO MAT GREEN,99.0,12,4,0.00045887414625653955
84078A,SET/4 WHITE RETRO STORAGE CUBES ,98.24000000000001,2,2,0.00045535147604285303
23316,RED REFECTORY CLOCK ,97.80000000000001,12,1,0.00045331203539282397
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,97.80000000000001,174,10,0.00045331203539282397
22604,SET OF 4 NAPKIN CHARMS CUTLERY,97.8,44,5,0.0004533120353928239
22349,DOG BOWL CHASING BALL DESIGN,97.5,26,4,0.00045192150767689503
20682,RED RETROSPOT CHILDRENS UMBRELLA,97.5,30,4,0.00045192150767689503
23322,LARGE WHITE HEART OF WICKER,97.35000000000001,33,7,0.0004512262438189306
21172,PARTY METAL SIGN ,97.14999999999999,67,7,0.0004502992253416446
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,95.9,74,3,0.0004445053598586075
48173C,DOORMAT BLACK FLOCK ,95.55,13,3,0.0004428830775233571
84795B,SUNSET CHECK HAMMOCK,95.4,12,2,0.0004421878136653927
22091,EMPIRE TISSUE BOX,95.37000000000002,111,4,0.00044204876089379985
21121,SET/10 RED POLKADOT PARTY CANDLES,95.0,76,4,0.00044033377671082077
22740,POLKADOT PEN,94.77999999999999,106,4,0.0004393140563858062
21231,SWEETHEART CERAMIC TRINKET BOX,94.64,67,6,0.0004386651434517061
21380,WOODEN HAPPY BIRTHDAY GARLAND,94.4,32,5,0.000437552721278963
21535,RED RETROSPOT SMALL MILK JUG,94.07,35,6,0.0004360231407914411
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,93.75,25,5,0.00043453991122778367
23082,SET 6 PAPER TABLE LANTERN HEARTS ,93.71,24,4,0.00043435450753232646
21899,"KEY FOB , GARAGE DESIGN",93.60000000000001,144,1,0.0004338446473698193
22938,CUPCAKE LACE PAPER SET 6,93.6,48,4,0.00043384464736981917
22193,RED DINER WALL CLOCK,93.5,11,4,0.00043338113813117625
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,93.28999999999999,21,4,0.000432407768730026
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,93.25,125,4,0.0004322223650345688
22979,PANTRY WASHING UP BRUSH,93.21,62,7,0.0004320369613391116
22192,BLUE DINER WALL CLOCK,93.13,10,4,0.0004316661539481972
22471,TV DINNER TRAY AIR HOSTESS ,92.85,43,3,0.0004303683280799969
22111,SCOTTIE DOG HOT WATER BOTTLE,92.74000000000001,14,4,0.0004298584679174897
20974,12 PENCILS SMALL TUBE SKULL,92.55000000000001,123,7,0.0004289778003640681
22620,4 TRADITIONAL SPINNING TOPS,92.41999999999999,64,7,0.0004283752383538321
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,92.35,9,2,0.00042805078188678207
20983,12 PENCILS TALL TUBE RED RETROSPOT,91.8,108,3,0.00042550148107424576
84692,BOX OF 24 COCKTAIL PARASOLS,91.71,152,10,0.00042508432275946705
22613,PACK OF 20 SPACEBOY NAPKINS,91.22000000000001,122,4,0.00042281312749011663
22379,RECYCLING BAG RETROSPOT ,91.09,39,8,0.0004222105654798807
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,90.0,72,3,0.0004171583147786723
22988,SOLDIERS EGG CUP ,90.0,72,1,0.0004171583147786723
23252,VINTAGE RED ENAMEL TRIM JUG ,90.0,24,2,0.0004171583147786723
23118,PARISIENNE JEWELLERY DRAWER ,89.88,9,2,0.00041660210369230075
22487,WHITE WOOD GARDEN PLANT LADDER,89.55,9,7,0.0004150725232047789
21078,SET/20 STRAWBERRY PAPER NAPKINS ,89.52000000000001,120,2,0.0004149334704331861
21523,DOORMAT FANCY FONT HOME SWEET HOME,89.25,11,5,0.00041368199548885004
85014A,BLACK/BLUE POLKADOT UMBRELLA,89.25,15,4,0.00041368199548885004
22121,NOEL WOODEN BLOCK LETTERS ,89.2,16,3,0.0004134502408695286
22970,LONDON BUS COFFEE MUG,88.97,33,5,0.00041238416962064973
23503,PLAYING CARDS KEEP CALM & CARRY ON,88.75,71,7,0.0004113644492956352
21980,PACK OF 12 RED RETROSPOT TISSUES ,88.32,288,7,0.0004093713595694704
21165,BEWARE OF THE CAT METAL SIGN ,87.88000000000001,52,6,0.00040733191891944144
47559B,TEA TIME OVEN GLOVE,87.53,67,8,0.000405709636584191
23129,HEART SHAPED HOLLY WREATH,87.15,21,4,0.0004039483014773477
22723,SET OF 6 HERB TINS SKETCHBOOK,86.9,22,5,0.0004027895283807403
23234,BISCUIT TIN VINTAGE CHRISTMAS,86.7,30,2,0.0004018625099034544
22366,DOORMAT AIRMAIL ,86.58,10,6,0.00040130629881708277
22546,MINI JIGSAW PURDEY,86.39999999999999,240,1,0.0004004719821875254
23288,GREEN VINTAGE SPOT BEAKER,86.12,116,3,0.00039917415631932513
84406B,CREAM CUPID HEARTS COAT HANGER,85.55000000000001,23,4,0.00039653215365906025
23034,DRAWER KNOB CERAMIC BLACK,85.55,59,2,0.0003965321536590602
22741,FUNKY DIVA PEN,84.85999999999999,98,4,0.00039333393991242366
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,84.78,63,5,0.0003929631325215093
21872,GLAMOROUS  MUG,84.15,75,3,0.00039004302431805865
21558,SKULL LUNCH BOX WITH CUTLERY ,84.11,32,5,0.00038985762062260145
20751,FUNKY WASHING UP GLOVES ASSORTED,83.86000000000001,38,4,0.0003886988475259941
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,83.81,29,4,0.0003884670929066725
21989,PACK OF 20 SKULL PAPER NAPKINS,83.22999999999999,97,8,0.00038577873932254327
23169,CLASSIC GLASS COOKIE JAR,83.0,20,4,0.0003847126680736645
22712,CARD DOLLY GIRL ,82.91,217,7,0.0003842955097588858
84997b,CHILDRENS CUTLERY RETROSPOT RED ,82.89999999999998,10,2,0.0003842491588350214
23052,RECYCLED ACAPULCO MAT TURQUOISE,82.5,10,5,0.00038239512188044964
22709,WRAP WEDDING DAY,82.5,225,2,0.00038239512188044964
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,82.5,54,2,0.00038239512188044964
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,82.46000000000001,65,7,0.0003822097181849925
22464,HANGING METAL HEART LANTERN,82.46,74,5,0.00038220971818499243
22509,SEWING BOX RETROSPOT DESIGN ,82.44999999999999,11,2,0.0003821633672611281
23319,BOX OF 6 MINI 50'S CRACKERS,82.17,33,4,0.00038086554139292786
22024,RAINY LADIES BIRTHDAY CARD,82.08,216,5,0.00038044838307814914
21238,RED RETROSPOT CUP,81.6,96,6,0.0003782235387326629
82001S,VINYL RECORD FRAME SILVER,81.36,24,1,0.00037711111655991977
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,81.28,176,3,0.0003767403091690054
21245,GREEN POLKADOT PLATE ,81.12,48,5,0.00037599869438717667
21578,WOODLAND DESIGN  COTTON TOTE BAG,81.0,36,6,0.0003754424833008051
21471,STRAWBERRY RAFFIA FOOD COVER,80.66,22,4,0.00037386655188941897
22536,MAGIC DRAWING SLATE PURDEY,80.64,192,1,0.0003737738500416904
23184,BULL DOG BOTTLE OPENER,80.09,15,5,0.0003712245492291541
23209,LUNCH BAG VINTAGE DOILY ,80.04,44,5,0.00037099279460983263
23289,DOLLY GIRL CHILDRENS BOWL,80.0,64,4,0.0003708073909143754
22432,WATERING CAN PINK BUNNY,79.94999999999999,41,6,0.00037057563629505386
21686,MEDINA STAMPED METAL STOOL,79.9,2,1,0.00037034388167573245
21907,I'M ON HOLIDAY METAL SIGN,79.80000000000001,38,4,0.0003698803724370895
82582,AREA PATROLLED METAL SIGN,79.80000000000001,38,4,0.0003698803724370895
22440,BALLOON WATER BOMB PACK OF 35,79.8,190,4,0.00036988037243708947
85053,FRENCH ENAMEL CANDLEHOLDER,79.73,37,6,0.0003695559159700394
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,79.6,8,3,0.0003689533539598035
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,79.6,8,3,0.0003689533539598035
21064,BOOM BOX SPEAKER BOYS,79.56,36,3,0.00036876795026434637
22365,DOORMAT RESPECTABLE HOUSE,79.5,10,3,0.00036848984472116053
22515,CHILDS GARDEN SPADE PINK,79.20000000000002,42,2,0.0003670993170052317
23128,FELTCRAFT BOY JEAN-PAUL KIT,79.2,16,4,0.00036709931700523165
23092,LARGE ANTIQUE WHITE PHOTO FRAME,79.0,10,3,0.0003661722985279457
22725,ALARM CLOCK BAKELIKE CHOCOLATE,78.75,21,5,0.0003650135254313383
22732,3D VINTAGE CHRISTMAS STICKERS ,78.31,60,4,0.0003629740847813092
22834,HAND WARMER BABUSHKA DESIGN,77.10000000000001,51,4,0.0003573656229937293
22849,BREAD BIN DINER STYLE MINT,76.75,5,2,0.0003557433406584789
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,76.59,25,3,0.00035500172587665015
72802C,VANILLA SCENT CANDLE JEWELLED BOX,76.5,18,3,0.0003545845675618715
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,76.5,30,1,0.0003545845675618715
23287,RED VINTAGE SPOT BEAKER,76.42999999999999,89,6,0.00035426011109482134
22348,TEA BAG PLATE RED RETROSPOT,76.38,87,5,0.0003540283564754999
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,75.0,20,5,0.0003476319289822269
85034C,3 ROSE MORRIS BOXED CANDLES,75.0,60,3,0.0003476319289822269
23501,KEY RING BASEBALL BOOT UNION JACK,75.0,60,1,0.0003476319289822269
23212,HEART WREATH DECORATION WITH BELL,75.0,60,4,0.0003476319289822269
21669,BLUE STRIPE CERAMIC DRAWER KNOB,75.0,60,4,0.0003476319289822269
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,74.88,72,1,0.00034707571789585536
22761,CHEST 7 DRAWER MA CAMPAGNE,74.85,3,2,0.00034693666512426247
23163,REGENCY SUGAR TONGS,74.66000000000001,28,6,0.0003460559975708409
22231,JIGSAW TREE WITH BIRDHOUSE,74.6,52,3,0.00034577789202765505
22466,FAIRY TALE COTTAGE NIGHTLIGHT,74.33,37,3,0.00034452641708331905
22744,MAKE YOUR OWN MONSOON CARD KIT,74.27000000000001,33,6,0.00034424831154013333
23191,BUNDLE OF 3 RETRO NOTE BOOKS,74.24999999999999,45,6,0.0003441556096924046
21871,SAVE THE PLANET MUG,73.86,60,5,0.0003423479236616971
22474,SPACEBOY TV DINNER TRAY,72.95,17,2,0.0003381299895900461
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,72.03999999999999,76,5,0.000333912055518395
21955,DOORMAT UNION JACK GUNS AND ROSES,72.03999999999999,8,5,0.000333912055518395
21055,TOOL BOX SOFT TOY ,71.6,8,3,0.00033187261486836595
20992,JAZZ HEARTS PURSE NOTEBOOK,71.42999999999999,97,2,0.0003310846491626729
47567B,TEA TIME KITCHEN APRON,71.4,12,2,0.00033094559639108005
22320,BIRDS MOBILE VINTAGE DESIGN,71.4,12,3,0.00033094559639108005
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,71.04999999999998,49,4,0.0003293233140558296
22652,TRAVEL SEWING KIT,71.00999999999999,42,4,0.00032913791036037244
22454,MEASURING TAPE BABUSHKA RED,70.80000000000001,24,1,0.0003281645409592223
22798,ANTIQUE GLASS DRESSING TABLE POT,70.80000000000001,24,3,0.0003281645409592223
22669,RED BABY BUNTING ,70.80000000000001,24,4,0.0003281645409592223
21935,SUKI  SHOULDER BAG,70.35,41,5,0.00032607874938532885
21156,RETROSPOT CHILDRENS APRON,70.2,36,6,0.0003253834855273644
22813,PACK 3 BOXES BIRD PANNETONE ,70.19999999999999,36,3,0.00032538348552736435
22483,RED GINGHAM TEDDY BEAR ,70.14000000000001,18,3,0.0003251053799841787
23167,SMALL CERAMIC TOP STORAGE JAR ,69.72,84,3,0.00032315864118187814
84987,SET OF 36 TEATIME PAPER DOILIES,69.6,48,4,0.0003226024300955066
23325,RUSTIC STRAWBERRY JAM POT SMALL,69.6,48,1,0.0003226024300955066
82551,LAUNDRY 15C METAL SIGN,69.6,48,3,0.0003226024300955066
21197,MULTICOLOUR  CONFETTI IN TUBE,69.6,48,1,0.0003226024300955066
21192,WHITE BELL HONEYCOMB PAPER ,69.6,48,1,0.0003226024300955066
21557,SET OF 6 FUNKY BEAKERS,69.56,16,5,0.00032241702640004944
21668,RED STRIPE CERAMIC DRAWER KNOB,69.47999999999999,44,3,0.000322046219009135
23236,STORAGE TIN VINTAGE DOILY ,69.38,22,6,0.00032158270977049205
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,69.36,24,1,0.0003214900079227635
22854,CREAM SWEETHEART EGG HOLDER,69.30000000000001,14,2,0.00032121190237957776
85206A,CREAM FELT EASTER EGG BASKET,69.29999999999998,42,3,0.0003212119023795776
22064,PINK DOUGHNUT TRINKET POT ,69.22999999999999,35,7,0.00032088744591252756
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,69.12,96,1,0.00032037758575002037
22791,T-LIGHT GLASS FLUTED ANTIQUE,68.67,53,5,0.000318291794176127
85150,LADIES & GENTLEMEN METAL SIGN,68.57,25,6,0.00031782828493748396
23119,PACK OF 6 LARGE FRUIT STRAWS ,68.21,109,5,0.0003161596516783693
22780,LIGHT GARLAND BUTTERFILES PINK,68.0,16,4,0.0003151862822772191
21244,BLUE POLKADOT PLATE ,67.6,40,5,0.00031333224532264717
21243,PINK  POLKADOT PLATE ,67.6,40,3,0.00031333224532264717
23083,SET 6 PAPER TABLE LANTERN STARS ,67.5,18,2,0.00031286873608400424
23166,MEDIUM CERAMIC TOP STORAGE JAR,67.42,52,6,0.0003124979286930899
23583,LUNCH BAG PAISLEY PARK  ,66.83,39,6,0.00030976322418509633
21809,CHRISTMAS HANGING TREE WITH BELL,66.75,60,3,0.000309392416794182
22519,CHILDS GARDEN BRUSH PINK,66.60000000000001,36,1,0.00030869715293621754
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,66.39999999999999,80,3,0.0003077701344589315
22295,HEART FILIGREE DOVE LARGE,66.11999999999999,38,3,0.0003064723085907312
22534,MAGIC DRAWING SLATE SPACEBOY ,65.94,157,6,0.0003056379919611739
21169,YOU'RE CONFUSING ME METAL SIGN ,65.91,39,4,0.000305498939189581
23132,SMALL IVORY HEART WALL ORGANISER,65.15,13,2,0.0003019762689758945
23014,GLASS APOTHECARY BOTTLE ELIXIR,65.10000000000001,18,2,0.000301744514356573
84568,GIRLS ALPHABET IRON ON PATCHES ,65.1,299,2,0.00030174451435657296
23175,REGENCY MILK JUG PINK ,65.0,20,5,0.00030128100511793004
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,65.0,52,6,0.00030128100511793004
20963,APPLE BATH SPONGE,64.96000000000001,51,4,0.00030109560142247283
22452,MEASURING TAPE BABUSHKA PINK,64.9,22,4,0.00030081749587928706
23251,VINTAGE RED ENAMEL TRIM MUG ,64.8,47,4,0.0003003539866406441
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,64.68,20,5,0.0002997977755542725
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,64.67999999999999,76,5,0.00029979777555427247
22507,MEMO BOARD RETROSPOT  DESIGN,64.35000000000001,13,4,0.00029826819506675075
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,64.25,17,2,0.0002978046858281077
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,63.75,15,3,0.0002954871396348929
22783,SET 3 WICKER OVAL BASKETS W LIDS,63.6,8,1,0.00029479187577692844
