InvoiceNo,StockCode,Description,Quantity,InvoiceDate,InvoiceDateOnly,Year,Month,YearMonth,DayOfWeek,UnitPrice,Revenue,CustomerIDClean,CustomerSegment,Country,revenue
539471,72127,COLUMBIAN CANDLE ROUND ,1,2010-12-19 14:16:00,2010-12-19,2010,12,2010-12,Sunday,1.25,1.25,17358,Identified customer,United Kingdom,1.25
539473,85049E,SCANDINAVIAN REDS RIBBONS,12,2010-12-19 14:24:00,2010-12-19,2010,12,2010-12,Sunday,1.25,15.0,14911,Identified customer,EIRE,15.0
539473,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,6,2010-12-19 14:24:00,2010-12-19,2010,12,2010-12,Sunday,4.25,25.5,14911,Identified customer,EIRE,25.5
539481,22197,SMALL POPCORN HOLDER,6,2010-12-19 15:24:00,2010-12-19,2010,12,2010-12,Sunday,0.85,5.1,Unknown,Unknown customer,United Kingdom,5.1
539484,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-12-19 15:44:00,2010-12-19,2010,12,2010-12,Sunday,2.55,81.6,15640,Identified customer,United Kingdom,81.6
539484,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,5,2010-12-19 15:44:00,2010-12-19,2010,12,2010-12,Sunday,1.45,7.25,15640,Identified customer,United Kingdom,7.25
539488,22540,MINI JIGSAW CIRCUS PARADE ,24,2010-12-20 09:37:00,2010-12-20,2010,12,2010-12,Monday,0.42,10.08,12377,Identified customer,Switzerland,10.08
539488,22037,ROBOT BIRTHDAY CARD,12,2010-12-20 09:37:00,2010-12-20,2010,12,2010-12,Monday,0.42,5.04,12377,Identified customer,Switzerland,5.04
539488,21871,SAVE THE PLANET MUG,24,2010-12-20 09:37:00,2010-12-20,2010,12,2010-12,Monday,1.25,30.0,12377,Identified customer,Switzerland,30.0
539488,22953,BIRTHDAY BANNER TAPE,24,2010-12-20 09:37:00,2010-12-20,2010,12,2010-12,Monday,1.25,30.0,12377,Identified customer,Switzerland,30.0
539488,22629,SPACEBOY LUNCH BOX ,12,2010-12-20 09:37:00,2010-12-20,2010,12,2010-12,Monday,1.95,23.4,12377,Identified customer,Switzerland,23.4
539488,22714,CARD BIRTHDAY COWBOY,12,2010-12-20 09:37:00,2010-12-20,2010,12,2010-12,Monday,0.42,5.04,12377,Identified customer,Switzerland,5.04
539488,22630,DOLLY GIRL LUNCH BOX,12,2010-12-20 09:37:00,2010-12-20,2010,12,2010-12,Monday,1.95,23.4,12377,Identified customer,Switzerland,23.4
539488,22729,ALARM CLOCK BAKELIKE ORANGE,4,2010-12-20 09:37:00,2010-12-20,2010,12,2010-12,Monday,3.75,15.0,12377,Identified customer,Switzerland,15.0
539488,22301,COFFEE MUG CAT + BIRD DESIGN,12,2010-12-20 09:37:00,2010-12-20,2010,12,2010-12,Monday,2.55,30.6,12377,Identified customer,Switzerland,30.599999999999998
539488,22303,COFFEE MUG APPLES DESIGN,12,2010-12-20 09:37:00,2010-12-20,2010,12,2010-12,Monday,2.55,30.6,12377,Identified customer,Switzerland,30.599999999999998
539491,22315,200 RED + WHITE BENDY STRAWS,1,2010-12-20 10:09:00,2010-12-20,2010,12,2010-12,Monday,1.25,1.25,14646,Identified customer,Netherlands,1.25
539491,22613,PACK OF 20 SPACEBOY NAPKINS,2,2010-12-20 10:09:00,2010-12-20,2010,12,2010-12,Monday,0.85,1.7,14646,Identified customer,Netherlands,1.7
539491,21246,RED RETROSPOT BIG BOWL,2,2010-12-20 10:09:00,2010-12-20,2010,12,2010-12,Monday,4.95,9.9,14646,Identified customer,Netherlands,9.9
539500,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,54,2010-12-20 11:02:00,2010-12-20,2010,12,2010-12,Monday,3.81,205.74,Unknown,Unknown customer,Bahrain,205.74
539551,22834,HAND WARMER BABUSHKA DESIGN,12,2010-12-20 11:38:00,2010-12-20,2010,12,2010-12,Monday,2.1,25.200000000000003,12721,Identified customer,France,25.200000000000003
539579,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2010-12-20 12:51:00,2010-12-20,2010,12,2010-12,Monday,7.95,7.95,16713,Identified customer,United Kingdom,7.95
539579,22727,ALARM CLOCK BAKELIKE RED ,3,2010-12-20 12:51:00,2010-12-20,2010,12,2010-12,Monday,3.75,11.25,16713,Identified customer,United Kingdom,11.25
539579,22791,T-LIGHT GLASS FLUTED ANTIQUE,3,2010-12-20 12:51:00,2010-12-20,2010,12,2010-12,Monday,1.25,3.75,16713,Identified customer,United Kingdom,3.75
539586,44228,CANNABIS LEAF BEAD CURTAIN,24,2010-12-20 13:08:00,2010-12-20,2010,12,2010-12,Monday,0.85,20.4,14298,Identified customer,United Kingdom,20.4
539595,22183,CAKE STAND VICTORIAN FILIGREE MED,3,2010-12-20 13:43:00,2010-12-20,2010,12,2010-12,Monday,5.91,17.73,Unknown,Unknown customer,United Kingdom,17.73
539607,22314,OFFICE MUG WARMER CHOC+BLUE,6,2010-12-20 14:10:00,2010-12-20,2010,12,2010-12,Monday,2.95,17.700000000000003,12681,Identified customer,France,17.700000000000003
539607,20617,FIRST CLASS PASSPORT COVER ,6,2010-12-20 14:10:00,2010-12-20,2010,12,2010-12,Monday,2.1,12.6,12681,Identified customer,France,12.600000000000001
539607,22356,CHARLOTTE BAG PINK POLKADOT,10,2010-12-20 14:10:00,2010-12-20,2010,12,2010-12,Monday,0.85,8.5,12681,Identified customer,France,8.5
539631,22090,PAPER BUNTING RETROSPOT,1,2010-12-20 15:03:00,2010-12-20,2010,12,2010-12,Monday,5.91,5.91,Unknown,Unknown customer,United Kingdom,5.91
539631,22091,EMPIRE TISSUE BOX,1,2010-12-20 15:03:00,2010-12-20,2010,12,2010-12,Monday,2.51,2.51,Unknown,Unknown customer,United Kingdom,2.51
539636,22624,IVORY KITCHEN SCALES,4,2010-12-20 15:15:00,2010-12-20,2010,12,2010-12,Monday,8.5,34.0,12481,Identified customer,Germany,34.0
539642,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-12-20 15:35:00,2010-12-20,2010,12,2010-12,Monday,8.5,17.0,15867,Identified customer,United Kingdom,17.0
539649,21533,RETROSPOT LARGE MILK JUG,1,2010-12-20 16:09:00,2010-12-20,2010,12,2010-12,Monday,4.95,4.95,Unknown,Unknown customer,United Kingdom,4.95
539653,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-20 16:50:00,2010-12-20,2010,12,2010-12,Monday,2.1,25.200000000000003,13564,Identified customer,United Kingdom,25.200000000000003
539659,21621,VINTAGE UNION JACK BUNTING,4,2010-12-21 09:47:00,2010-12-21,2010,12,2010-12,Tuesday,8.5,34.0,15034,Identified customer,United Kingdom,34.0
539663,22702,BLACK AND WHITE CAT BOWL,1,2010-12-21 10:26:00,2010-12-21,2010,12,2010-12,Tuesday,2.1,2.1,17961,Identified customer,United Kingdom,2.1
539676,85232A,SET/3 POLKADOT STACKING TINS,3,2010-12-21 10:54:00,2010-12-21,2010,12,2010-12,Tuesday,4.95,14.85,12423,Identified customer,Belgium,14.850000000000001
539676,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,12,2010-12-21 10:54:00,2010-12-21,2010,12,2010-12,Tuesday,0.85,10.2,12423,Identified customer,Belgium,10.2
539688,C2,CARRIAGE,1,2010-12-21 11:00:00,2010-12-21,2010,12,2010-12,Tuesday,150.0,150.0,12678,Identified customer,France,150.0
539727,POST,POSTAGE,1,2010-12-21 14:26:00,2010-12-21,2010,12,2010-12,Tuesday,18.0,18.0,12678,Identified customer,France,18.0
539728,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2010-12-21 14:26:00,2010-12-21,2010,12,2010-12,Tuesday,0.85,10.2,16270,Identified customer,United Kingdom,10.2
539731,21213,PACK OF 72 SKULL CAKE CASES,120,2010-12-21 15:05:00,2010-12-21,2010,12,2010-12,Tuesday,0.42,50.4,14646,Identified customer,Netherlands,50.4
539731,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,192,2010-12-21 15:05:00,2010-12-21,2010,12,2010-12,Tuesday,2.55,489.6,14646,Identified customer,Netherlands,489.59999999999997
539731,84926D,LA PALMIERA TILE COASTER,96,2010-12-21 15:05:00,2010-12-21,2010,12,2010-12,Tuesday,0.42,40.32,14646,Identified customer,Netherlands,40.32
539731,22474,SPACEBOY TV DINNER TRAY,16,2010-12-21 15:05:00,2010-12-21,2010,12,2010-12,Tuesday,4.25,68.0,14646,Identified customer,Netherlands,68.0
539731,22346,PARTY PIZZA DISH GREEN POLKADOT,216,2010-12-21 15:05:00,2010-12-21,2010,12,2010-12,Tuesday,0.21,45.36,14646,Identified customer,Netherlands,45.36
539731,22859,EASTER TIN BUNNY BOUQUET,108,2010-12-21 15:05:00,2010-12-21,2010,12,2010-12,Tuesday,1.45,156.6,14646,Identified customer,Netherlands,156.6
539735,21481,FAWN BLUE HOT WATER BOTTLE,4,2010-12-21 15:17:00,2010-12-21,2010,12,2010-12,Tuesday,6.77,27.08,Unknown,Unknown customer,United Kingdom,27.08
539736,85127,SMALL SQUARE CUT GLASS CANDLESTICK,2,2010-12-21 15:18:00,2010-12-21,2010,12,2010-12,Tuesday,10.17,20.34,Unknown,Unknown customer,United Kingdom,20.34
539738,22703,PINK CAT BOWL,1,2010-12-21 15:19:00,2010-12-21,2010,12,2010-12,Tuesday,4.21,4.21,Unknown,Unknown customer,United Kingdom,4.21
539740,82580,BATHROOM METAL SIGN,1,2010-12-21 15:20:00,2010-12-21,2010,12,2010-12,Tuesday,1.28,1.28,Unknown,Unknown customer,United Kingdom,1.28
539752,22697,GREEN REGENCY TEACUP AND SAUCER,6,2010-12-21 15:43:00,2010-12-21,2010,12,2010-12,Tuesday,2.95,17.700000000000003,12515,Identified customer,Italy,17.700000000000003
539752,22423,REGENCY CAKESTAND 3 TIER,2,2010-12-21 15:43:00,2010-12-21,2010,12,2010-12,Tuesday,12.75,25.5,12515,Identified customer,Italy,25.5
539752,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2010-12-21 15:43:00,2010-12-21,2010,12,2010-12,Tuesday,4.95,14.85,12515,Identified customer,Italy,14.850000000000001
539752,15056P,EDWARDIAN PARASOL PINK,3,2010-12-21 15:43:00,2010-12-21,2010,12,2010-12,Tuesday,5.95,17.85,12515,Identified customer,Italy,17.85
539840,POST,POSTAGE,3,2010-12-22 14:28:00,2010-12-22,2010,12,2010-12,Wednesday,15.0,45.0,12383,Identified customer,Belgium,45.0
539840,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2010-12-22 14:28:00,2010-12-22,2010,12,2010-12,Wednesday,0.55,13.2,12383,Identified customer,Belgium,13.200000000000001
539840,21094,SET/6 RED SPOTTY PAPER PLATES,12,2010-12-22 14:28:00,2010-12-22,2010,12,2010-12,Wednesday,0.85,10.2,12383,Identified customer,Belgium,10.2
539867,22834,HAND WARMER BABUSHKA DESIGN,24,2010-12-23 10:38:00,2010-12-23,2010,12,2010-12,Thursday,0.85,20.4,13922,Identified customer,United Kingdom,20.4
539957,22616,PACK OF 12 LONDON TISSUES ,24,2010-12-23 12:58:00,2010-12-23,2010,12,2010-12,Thursday,0.29,6.959999999999999,12585,Identified customer,Germany,6.959999999999999
539957,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2010-12-23 12:58:00,2010-12-23,2010,12,2010-12,Thursday,0.42,10.08,12585,Identified customer,Germany,10.08
539958,22264,FELT FARM ANIMAL WHITE BUNNY ,2,2010-12-23 13:26:00,2010-12-23,2010,12,2010-12,Thursday,0.81,1.62,Unknown,Unknown customer,United Kingdom,1.62
539958,22032,BOTANICAL LILY GREETING CARD,5,2010-12-23 13:26:00,2010-12-23,2010,12,2010-12,Thursday,0.43,2.15,Unknown,Unknown customer,United Kingdom,2.15
539958,20767,BLUE PAISLEY JOURNAL ,3,2010-12-23 13:26:00,2010-12-23,2010,12,2010-12,Thursday,5.06,15.18,Unknown,Unknown customer,United Kingdom,15.18
539958,20775,DAISY NOTEBOOK ,1,2010-12-23 13:26:00,2010-12-23,2010,12,2010-12,Thursday,3.36,3.36,Unknown,Unknown customer,United Kingdom,3.36
539958,21051,RIBBONS PURSE ,3,2010-12-23 13:26:00,2010-12-23,2010,12,2010-12,Thursday,1.66,4.98,Unknown,Unknown customer,United Kingdom,4.9799999999999995
539958,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,2010-12-23 13:26:00,2010-12-23,2010,12,2010-12,Thursday,2.51,15.06,Unknown,Unknown customer,United Kingdom,15.059999999999999
539958,21519,GIN & TONIC DIET GREETING CARD ,1,2010-12-23 13:26:00,2010-12-23,2010,12,2010-12,Thursday,0.85,0.85,Unknown,Unknown customer,United Kingdom,0.85
539988,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1,2010-12-23 16:06:00,2010-12-23,2010,12,2010-12,Thursday,1.25,1.25,18116,Identified customer,United Kingdom,1.25
540017,22343,PARTY PIZZA DISH RED RETROSPOT,24,2011-01-04 11:48:00,2011-01-04,2011,1,2011-01,Tuesday,0.21,5.04,13963,Identified customer,United Kingdom,5.04
540021,79160,HEART SHAPE WIRELESS DOORBELL,2,2011-01-04 12:51:00,2011-01-04,2011,1,2011-01,Tuesday,2.1,4.2,17841,Identified customer,United Kingdom,4.2
540026,84596F,SMALL MARSHMALLOWS PINK BOWL,6,2011-01-04 13:25:00,2011-01-04,2011,1,2011-01,Tuesday,0.85,5.1,Unknown,Unknown customer,United Kingdom,5.1
540026,21708,FOLDING UMBRELLA CREAM POLKADOT,2,2011-01-04 13:25:00,2011-01-04,2011,1,2011-01,Tuesday,3.36,6.72,Unknown,Unknown customer,United Kingdom,6.72
540026,21916,SET 12 RETRO WHITE CHALK STICKS,1,2011-01-04 13:25:00,2011-01-04,2011,1,2011-01,Tuesday,0.85,0.85,Unknown,Unknown customer,United Kingdom,0.85
540028,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-01-04 13:38:00,2011-01-04,2011,1,2011-01,Tuesday,4.95,14.85,14180,Identified customer,United Kingdom,14.850000000000001
540040,85169A,IVORY LOVE BIRD CANDLE,24,2011-01-04 14:20:00,2011-01-04,2011,1,2011-01,Tuesday,0.42,10.08,12483,Identified customer,Sweden,10.08
540040,85169B,BLACK LOVE BIRD CANDLE,24,2011-01-04 14:20:00,2011-01-04,2011,1,2011-01,Tuesday,0.42,10.08,12483,Identified customer,Sweden,10.08
540040,21731,RED TOADSTOOL LED NIGHT LIGHT,48,2011-01-04 14:20:00,2011-01-04,2011,1,2011-01,Tuesday,1.65,79.19999999999999,12483,Identified customer,Sweden,79.19999999999999
540096,17091J,VANILLA INCENSE IN TIN,72,2011-01-04 15:43:00,2011-01-04,2011,1,2011-01,Tuesday,0.38,27.36,13253,Identified customer,United Kingdom,27.36
540099,22558,CLOTHES PEGS RETROSPOT PACK 24 ,6,2011-01-04 16:41:00,2011-01-04,2011,1,2011-01,Tuesday,1.49,8.94,15808,Identified customer,United Kingdom,8.94
540146,22134,MINI LADLE LOVE HEART RED ,12,2011-01-05 10:51:00,2011-01-05,2011,1,2011-01,Wednesday,0.42,5.04,15002,Identified customer,United Kingdom,5.04
540154,21849,SILVER DIAMANTE PEN IN GIFT BOX,3,2011-01-05 11:30:00,2011-01-05,2011,1,2011-01,Wednesday,1.66,4.98,Unknown,Unknown customer,United Kingdom,4.9799999999999995
540163,35961,FOLKART ZINC HEART CHRISTMAS DEC,24,2011-01-05 11:52:00,2011-01-05,2011,1,2011-01,Wednesday,0.85,20.4,13089,Identified customer,United Kingdom,20.4
540239,22451,SILK PURSE BABUSHKA RED,6,2011-01-05 14:48:00,2011-01-05,2011,1,2011-01,Wednesday,3.35,20.1,12682,Identified customer,France,20.1
540239,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-01-05 14:48:00,2011-01-05,2011,1,2011-01,Wednesday,0.42,5.04,12682,Identified customer,France,5.04
540242,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,2011-01-05 15:30:00,2011-01-05,2011,1,2011-01,Wednesday,0.85,1.7,15046,Identified customer,United Kingdom,1.7
540247,21417,COCKLE SHELL DISH,3,2011-01-05 15:56:00,2011-01-05,2011,1,2011-01,Wednesday,2.1,6.300000000000001,15464,Identified customer,United Kingdom,6.300000000000001
540255,21171,BATHROOM METAL SIGN ,1,2011-01-05 16:50:00,2011-01-05,2011,1,2011-01,Wednesday,3.36,3.36,Unknown,Unknown customer,United Kingdom,3.36
540255,21773,DECORATIVE ROSE BATHROOM BOTTLE,5,2011-01-05 16:50:00,2011-01-05,2011,1,2011-01,Wednesday,1.28,6.4,Unknown,Unknown customer,United Kingdom,6.4
540265,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-01-06 10:46:00,2011-01-06,2011,1,2011-01,Thursday,3.95,15.8,15271,Identified customer,United Kingdom,15.8
540267,22079,RIBBON REEL HEARTS DESIGN ,120,2011-01-06 11:12:00,2011-01-06,2011,1,2011-01,Thursday,1.45,174.0,12415,Identified customer,Australia,174.0
540267,22515,CHILDS GARDEN SPADE PINK,36,2011-01-06 11:12:00,2011-01-06,2011,1,2011-01,Thursday,1.85,66.60000000000001,12415,Identified customer,Australia,66.60000000000001
540277,79321,CHILLI LIGHTS,24,2011-01-06 12:18:00,2011-01-06,2011,1,2011-01,Thursday,4.25,102.0,14258,Identified customer,United Kingdom,102.0
540288,22607,WOODEN ROUNDERS GARDEN SET ,1,2011-01-06 12:45:00,2011-01-06,2011,1,2011-01,Thursday,9.95,9.95,17634,Identified customer,United Kingdom,9.95
540288,22835,HOT WATER BOTTLE I AM SO POORLY,2,2011-01-06 12:45:00,2011-01-06,2011,1,2011-01,Thursday,4.65,9.3,17634,Identified customer,United Kingdom,9.3
540316,22316,200 BENDY SKULL STRAWS,12,2011-01-06 13:00:00,2011-01-06,2011,1,2011-01,Thursday,1.25,15.0,16676,Identified customer,United Kingdom,15.0
540349,85180A,RED HEARTS LIGHT CHAIN ,12,2011-01-06 14:07:00,2011-01-06,2011,1,2011-01,Thursday,1.25,15.0,15379,Identified customer,United Kingdom,15.0
540351,22605,WOODEN CROQUET GARDEN SET,1,2011-01-06 14:26:00,2011-01-06,2011,1,2011-01,Thursday,14.95,14.95,12735,Identified customer,France,14.95
540351,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,2011-01-06 14:26:00,2011-01-06,2011,1,2011-01,Thursday,1.65,19.8,12735,Identified customer,France,19.799999999999997
540352,20866,BLUE ROSE FABRIC MIRROR,8,2011-01-06 14:27:00,2011-01-06,2011,1,2011-01,Thursday,0.85,6.8,Unknown,Unknown customer,United Kingdom,6.8
540355,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-01-06 15:11:00,2011-01-06,2011,1,2011-01,Thursday,8.47,25.410000000000004,Unknown,Unknown customer,United Kingdom,25.410000000000004
540355,22732,3D VINTAGE CHRISTMAS STICKERS ,5,2011-01-06 15:11:00,2011-01-06,2011,1,2011-01,Thursday,1.66,8.299999999999999,Unknown,Unknown customer,United Kingdom,8.299999999999999
540355,22549,PICTURE DOMINOES,1,2011-01-06 15:11:00,2011-01-06,2011,1,2011-01,Thursday,2.51,2.51,Unknown,Unknown customer,United Kingdom,2.51
540357,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-01-06 15:14:00,2011-01-06,2011,1,2011-01,Thursday,1.65,33.0,13093,Identified customer,United Kingdom,33.0
540414,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,24,2011-01-07 10:32:00,2011-01-07,2011,1,2011-01,Friday,2.95,70.80000000000001,12481,Identified customer,Germany,70.80000000000001
540416,22777,GLASS CLOCHE LARGE,2,2011-01-07 10:55:00,2011-01-07,2011,1,2011-01,Friday,8.5,17.0,16473,Identified customer,United Kingdom,17.0
540418,84870C,GREEN GEISHA GIRL ,2,2011-01-07 11:04:00,2011-01-07,2011,1,2011-01,Friday,2.51,5.02,Unknown,Unknown customer,United Kingdom,5.02
540418,22446,PIN CUSHION BABUSHKA PINK,6,2011-01-07 11:04:00,2011-01-07,2011,1,2011-01,Friday,2.51,15.06,Unknown,Unknown customer,United Kingdom,15.059999999999999
540455,22729,ALARM CLOCK BAKELIKE ORANGE,12,2011-01-07 12:07:00,2011-01-07,2011,1,2011-01,Friday,3.75,45.0,12583,Identified customer,France,45.0
540458,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,2011-01-07 12:28:00,2011-01-07,2011,1,2011-01,Friday,2.95,17.700000000000003,12501,Identified customer,Germany,17.700000000000003
540458,21992,VINTAGE PAISLEY STATIONERY SET,6,2011-01-07 12:28:00,2011-01-07,2011,1,2011-01,Friday,2.95,17.700000000000003,12501,Identified customer,Germany,17.700000000000003
540458,21245,GREEN POLKADOT PLATE ,8,2011-01-07 12:28:00,2011-01-07,2011,1,2011-01,Friday,1.69,13.52,12501,Identified customer,Germany,13.52
540458,21154,RED RETROSPOT OVEN GLOVE ,10,2011-01-07 12:28:00,2011-01-07,2011,1,2011-01,Friday,1.25,12.5,12501,Identified customer,Germany,12.5
540458,22396,MAGNETS PACK OF 4 RETRO PHOTO,24,2011-01-07 12:28:00,2011-01-07,2011,1,2011-01,Friday,0.42,10.08,12501,Identified customer,Germany,10.08
540458,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-01-07 12:28:00,2011-01-07,2011,1,2011-01,Friday,0.42,10.08,12501,Identified customer,Germany,10.08
540458,21991,BOHEMIAN COLLAGE STATIONERY SET,6,2011-01-07 12:28:00,2011-01-07,2011,1,2011-01,Friday,2.95,17.700000000000003,12501,Identified customer,Germany,17.700000000000003
540468,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,1,2011-01-07 13:55:00,2011-01-07,2011,1,2011-01,Friday,0.85,0.85,Unknown,Unknown customer,United Kingdom,0.85
540468,21884,CAKES AND BOWS GIFT  TAPE,6,2011-01-07 13:55:00,2011-01-07,2011,1,2011-01,Friday,0.43,2.58,Unknown,Unknown customer,United Kingdom,2.58
540468,10135,COLOURING PENCILS BROWN TUBE,6,2011-01-07 13:55:00,2011-01-07,2011,1,2011-01,Friday,1.28,7.68,Unknown,Unknown customer,United Kingdom,7.68
540469,84378,SET OF 3 HEART COOKIE CUTTERS,4,2011-01-07 14:04:00,2011-01-07,2011,1,2011-01,Friday,1.25,5.0,12484,Identified customer,Spain,5.0
540469,21679,SKULLS  STICKERS,6,2011-01-07 14:04:00,2011-01-07,2011,1,2011-01,Friday,0.85,5.1,12484,Identified customer,Spain,5.1
540471,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-01-07 14:21:00,2011-01-07,2011,1,2011-01,Friday,1.25,15.0,15601,Identified customer,United Kingdom,15.0
540471,21314,SMALL GLASS HEART TRINKET POT,8,2011-01-07 14:21:00,2011-01-07,2011,1,2011-01,Friday,2.1,16.8,15601,Identified customer,United Kingdom,16.8
540473,21916,SET 12 RETRO WHITE CHALK STICKS,10,2011-01-07 14:31:00,2011-01-07,2011,1,2011-01,Friday,0.42,4.2,17284,Identified customer,United Kingdom,4.2
540477,85034C,3 ROSE MORRIS BOXED CANDLES,12,2011-01-07 14:49:00,2011-01-07,2011,1,2011-01,Friday,1.25,15.0,13233,Identified customer,United Kingdom,15.0
540480,21577,SAVE THE PLANET COTTON TOTE BAG,12,2011-01-07 15:27:00,2011-01-07,2011,1,2011-01,Friday,2.25,27.0,12480,Identified customer,Germany,27.0
540482,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,2011-01-07 15:48:00,2011-01-07,2011,1,2011-01,Friday,1.25,7.5,14672,Identified customer,United Kingdom,7.5
540489,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2011-01-07 16:32:00,2011-01-07,2011,1,2011-01,Friday,1.25,15.0,13593,Identified customer,United Kingdom,15.0
540502,21272,SALLE DE BAIN HOOK,12,2011-01-09 10:50:00,2011-01-09,2011,1,2011-01,Sunday,1.25,15.0,13183,Identified customer,United Kingdom,15.0
540506,21539,RED RETROSPOT BUTTER DISH,2,2011-01-09 11:12:00,2011-01-09,2011,1,2011-01,Sunday,4.95,9.9,17796,Identified customer,United Kingdom,9.9
540516,22147,FELTCRAFT BUTTERFLY HEARTS,2,2011-01-09 12:01:00,2011-01-09,2011,1,2011-01,Sunday,1.45,2.9,16326,Identified customer,United Kingdom,2.9
540517,75049L,LARGE CIRCULAR MIRROR MOBILE,24,2011-01-09 12:02:00,2011-01-09,2011,1,2011-01,Sunday,1.25,30.0,17128,Identified customer,United Kingdom,30.0
540519,22276,WASH BAG VINTAGE ROSE PAISLEY,6,2011-01-09 12:12:00,2011-01-09,2011,1,2011-01,Sunday,2.55,15.3,12793,Identified customer,Portugal,15.299999999999999
540519,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-01-09 12:12:00,2011-01-09,2011,1,2011-01,Sunday,0.85,8.5,12793,Identified customer,Portugal,8.5
540521,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-01-09 12:46:00,2011-01-09,2011,1,2011-01,Sunday,0.85,10.2,12651,Identified customer,France,10.2
540538,82483,WOOD 2 DRAWER CABINET WHITE FINISH,3,2011-01-09 14:36:00,2011-01-09,2011,1,2011-01,Sunday,5.95,17.85,17841,Identified customer,United Kingdom,17.85
540540,22625,RED KITCHEN SCALES,1,2011-01-09 15:10:00,2011-01-09,2011,1,2011-01,Sunday,8.5,8.5,17218,Identified customer,United Kingdom,8.5
540545,21563,RED HEART SHAPE LOVE BUCKET ,4,2011-01-09 15:35:00,2011-01-09,2011,1,2011-01,Sunday,2.95,11.8,13451,Identified customer,United Kingdom,11.8
540546,22667,RECIPE BOX RETROSPOT ,6,2011-01-09 15:56:00,2011-01-09,2011,1,2011-01,Sunday,2.95,17.700000000000003,12766,Identified customer,Portugal,17.700000000000003
540546,22314,OFFICE MUG WARMER CHOC+BLUE,6,2011-01-09 15:56:00,2011-01-09,2011,1,2011-01,Sunday,2.95,17.700000000000003,12766,Identified customer,Portugal,17.700000000000003
540550,22675,FRENCH KITCHEN SIGN BLUE METAL,12,2011-01-10 09:11:00,2011-01-10,2011,1,2011-01,Monday,1.25,15.0,12539,Identified customer,Spain,15.0
540550,22834,HAND WARMER BABUSHKA DESIGN,12,2011-01-10 09:11:00,2011-01-10,2011,1,2011-01,Monday,2.1,25.200000000000003,12539,Identified customer,Spain,25.200000000000003
540550,84638,SMALL KITCHEN FLOWER POTS PLAQUE,2,2011-01-10 09:11:00,2011-01-10,2011,1,2011-01,Monday,6.95,13.9,12539,Identified customer,Spain,13.9
540551,84086C,PINK/PURPLE RETRO RADIO,3,2011-01-10 09:43:00,2011-01-10,2011,1,2011-01,Monday,2.51,7.529999999999999,Unknown,Unknown customer,United Kingdom,7.529999999999999
540551,21974,SET OF 36 PAISLEY FLOWER DOILIES,2,2011-01-10 09:43:00,2011-01-10,2011,1,2011-01,Monday,2.98,5.96,Unknown,Unknown customer,United Kingdom,5.96
540551,22379,RECYCLING BAG RETROSPOT ,2,2011-01-10 09:43:00,2011-01-10,2011,1,2011-01,Monday,4.21,8.42,Unknown,Unknown customer,United Kingdom,8.42
540551,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,6,2011-01-10 09:43:00,2011-01-10,2011,1,2011-01,Monday,1.66,9.96,Unknown,Unknown customer,United Kingdom,9.959999999999999
540552,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-01-10 09:44:00,2011-01-10,2011,1,2011-01,Monday,0.85,8.5,16350,Identified customer,United Kingdom,8.5
540556,21397,BLUE POLKADOT EGG CUP ,12,2011-01-10 09:58:00,2011-01-10,2011,1,2011-01,Monday,1.25,15.0,Unknown,Unknown customer,Israel,15.0
